Ego,Alter
"Dunham, Andrew","Mclay, Kirsten E."
"Dunham, Andrew","Carter, Nigel P."
"Dunham, Andrew","Deloukas, Panos"
"Dunham, Andrew","French, Lisa"
"Dunham, Andrew","Rogers, Jane"
"Dunham, Andrew","Burford, Deborah C."
"Dunham, Andrew","Durbin, Richard M."
"Dunham, Andrew","Gregory, Simon G."
"Dunham, Andrew","Howard, Philip J."
"Dunham, Andrew","Hurles, Matthew E."
"Dunham, Andrew","Matthews, Lucy H."
"Dunham, Andrew","Morris, Andrew P."
"Dunham, Andrew","Palotie, Aarno V."
"Dunham, Andrew","Somaskantharajah, Elilan"
"Dunham, Andrew","Sulston, John E."
"Dunham, Andrew","Aerts, Jan A."
"Dunham, Andrew","Ahmad, Tariq"
"Dunham, Andrew","Arbury, Hazel"
"Dunham, Andrew","Attwood, Antony Paul"
"Dunham, Andrew","Auton, Adam"
"Dunham, Andrew","Ball, Stephen GEOFFRY"
"Dunham, Andrew","Balmforth, Anthony J."
"Dunham, Andrew","Barnes, Christopher P."
"Dunham, Andrew","Beck, Stephan R."
"Dunham, Andrew","Bennett, Amanda J."
"Dunham, Andrew","Bethel, Graeme"
"Dunham, Andrew","Bhaskar, Sanjeev S."
"Dunham, Andrew","Brand, Oliver J."
"Dunham, Andrew","Bredin, Francesca"
"Dunham, Andrew","Breen, Gerome"
"Dunham, Andrew","Bull, Jaswinder"
"Dunham, Andrew","Burren, Oliver S."
"Dunham, Andrew","Burton, Paul R."
"Dunham, Andrew","Byrnes, Jake K."
"Dunham, Andrew","BÅ‰aszczyk, Katarzyna"
"Dunham, Andrew","Caesar, Sian"
"Dunham, Andrew","Carder, Carol"
"Dunham, Andrew","Cardin, Niall J."
"Dunham, Andrew","Conrad, Donald F."
"Dunham, Andrew","Coulson, Alan R."
"Dunham, Andrew","Dhami, Pawandeep D."
"Dunham, Andrew","Downes, Kate A."
"Dunham, Andrew","Drummond, Hazel E."
"Dunham, Andrew","Dudakia, Darshna"
"Dunham, Andrew","Duncanson, Audrey"
"Dunham, Andrew","Dunham, Ian"
"Dunham, Andrew","Ebbs, Bernadette"
"Dunham, Andrew","Eccles, Diana M."
"Dunham, Andrew","Edkins, Sarah J."
"Dunham, Andrew","Edwards, Cathryn M."
"Dunham, Andrew","Elliot, Anna"
"Dunham, Andrew","Farmer, Anne E."
"Dunham, Andrew","Farrall, Martin J."
"Dunham, Andrew","Flynn, Edward"
"Dunham, Andrew","Freathy, Rachel M."
"Dunham, Andrew","Giannoulatou, Eleni"
"Dunham, Andrew","Gibbs, Polly"
"Dunham, Andrew","Gordon-Smith, Katherine"
"Dunham, Andrew","Gough, Stephen CL"
"Dunham, Andrew","Grafham, Darren V."
"Dunham, Andrew","Gray, Emma"
"Dunham, Andrew","Green, Elaine K."
"Dunham, Andrew","Groves, Christopher James"
"Dunham, Andrew","Hammond, Naomi"
"Dunham, Andrew","Hassanali, Neelam"
"Dunham, Andrew","Hattersley, Andrew T."
"Dunham, Andrew","Hebaishi, Husam R.M."
"Dunham, Andrew","Hines, Sarah"
"Dunham, Andrew","Hocking, Lynne J."
"Dunham, Andrew","Howard, Eleanor K."
"Dunham, Andrew","Howson, Joanna M.M."
"Dunham, Andrew","Hubbard, Tim J.P."
"Dunham, Andrew","Huckle, Elizabeth J."
"Dunham, Andrew","Hughes, Debbie"
"Dunham, Andrew","Hunt, Adrienne R."
"Dunham, Andrew","Jain, Mahim"
"Dunham, Andrew","Jewell, Derek P.J."
"Dunham, Andrew","Jolley, Jennifer D."
"Dunham, Andrew","Jones, Lisa"
"Dunham, Andrew","Jones, Ian Richard"
"Dunham, Andrew","Kirov, George Kirilov"
"Dunham, Andrew","Kwiatkowski, Dominic P."
"Dunham, Andrew","Laird, Gavin K."
"Dunham, Andrew","Lango Allen, Hana"
"Dunham, Andrew","Lee, Kate"
"Dunham, Andrew","Lee, James C."
"Dunham, Andrew","Lees, Charlie W."
"Dunham, Andrew","Lewis, Kevin"
"Dunham, Andrew","Lindgren, Cecilia M."
"Dunham, Andrew","Lloyd, Christine R."
"Dunham, Andrew","Maisuria-Armer, Meeta"
"Dunham, Andrew","Maller, Julian B."
"Dunham, Andrew","Mansfield, John C."
"Dunham, Andrew","Massey, Dunecan C.O."
"Dunham, Andrew","McArdle, Wendy L."
"Dunham, Andrew","Mentzer, Alexander J."
"Dunham, Andrew","Mimmack, Michael L."
"Dunham, Andrew","Morgan, Ann E."
"Dunham, Andrew","Munroe, Patricia B."
"Dunham, Andrew","Nimmo, Elaine R."
"Dunham, Andrew","Onipinla, Abiodun K."
"Dunham, Andrew","Ouwehand, Willem H."
"Dunham, Andrew","Owen, Michael"
"Dunham, Andrew","Parkes, Miles"
"Dunham, Andrew","Parnell, Kirstie S."
"Dunham, Andrew","Pembrey, Marcus E."
"Dunham, Andrew","Pernet, David"
"Dunham, Andrew","Perry, John R.B."
"Dunham, Andrew","Plagnol, Vincent"
"Dunham, Andrew","Quail, Michael A."
"Dunham, Andrew","Rafelt, Suzanne E."
"Dunham, Andrew","Rayner, Nigel William"
"Dunham, Andrew","Reid, David M."
"Dunham, Andrew","Renwick, Anthony"
"Dunham, Andrew","Robertson, Neil R."
"Dunham, Andrew","Robson, Samuel"
"Dunham, Andrew","Russell, Ellie"
"Dunham, Andrew","Samani, Nilesh J."
"Dunham, Andrew","Sanderson, Jeremy David"
"Dunham, Andrew","Satsangi, Jack"
"Dunham, Andrew","Sawcer, Stephen J."
"Dunham, Andrew","Scott, Richard H."
"Dunham, Andrew","Seal, Sheila"
"Dunham, Andrew","Shaw-Hawkins, Sue"
"Dunham, Andrew","Shownkeen, Ratna"
"Dunham, Andrew","Smyth, Deborah J."
"Dunham, Andrew","Spanova, Katarina"
"Dunham, Andrew","Steer, Sophia E."
"Dunham, Andrew","Stephens, Jonathan C."
"Dunham, Andrew","Stevens, Helen E."
"Dunham, Andrew","Stirrups, Kathleen E."
"Dunham, Andrew","Strachan, David Peter"
"Dunham, Andrew","Su, Zhan"
"Dunham, Andrew","Symmons, Deborah P. M."
"Dunham, Andrew","Travers, Mary E."
"Dunham, Andrew","Turnbull, Clare A."
"Dunham, Andrew","Vukcevic, Damjan"
"Dunham, Andrew","Wain, Louise V."
"Dunham, Andrew","Watkins, Nicholas A."
"Dunham, Andrew","Woodburn, Matthew"
"Dunham, Andrew","Zeggini, Eleftheria"
"Scott, Carol E.","Rogers, Jane"
"Scott, Carol E.","Carter, Nigel P."
"Scott, Carol E.","Burton, John L."
"Scott, Carol E.","Clee, Chris M."
"Scott, Carol E.","Hunt, Sarah E."
"Scott, Carol E.","Bentley, David R."
"Scott, Carol E.","Humphray, Sean J."
"Scott, Carol E.","Mclay, Kirsten E."
"Scott, Carol E.","Coffey, Alison J."
"Scott, Carol E.","Hubbard, Tim J.P."
"Scott, Carol E.","Jones, Matthew C."
"Scott, Carol E.","Matthews, Lucy H."
"Scott, Carol E.","Grafham, Darren V."
"Scott, Carol E.","Langford, Cordelia F."
"Scott, Carol E.","Bird, Christine P."
"Scott, Carol E.","Dunham, Andrew"
"Scott, Carol E.","Laird, Gavin K."
"Scott, Carol E.","McLaren, S."
"Scott, Carol E.","Sehra, Harminder K."
"Scott, Carol E.","Willey, David L."
"Scott, Carol E.","Babbage, Anne K."
"Scott, Carol E.","Banerjee, Ruby K."
"Scott, Carol E.","Beck, Stephan R."
"Scott, Carol E.","Corby, Nicole R."
"Scott, Carol E.","Durbin, Richard M."
"Scott, Carol E.","French, Lisa"
"Scott, Carol E.","Hunt, Adrienne R."
"Scott, Carol E.","Lloyd, David M.L."
"Scott, Carol E.","Lloyd, Christine R."
"Scott, Carol E.","Ross, Mark T."
"Scott, Carol E.","Searle, Stephen M.J."
"Scott, Carol E.","Skuce, Carl D."
"Scott, Carol E.","Carder, Carol"
"Scott, Carol E.","Deloukas, Panos"
"Scott, Carol E.","Dhami, Pawandeep D."
"Scott, Carol E.","Dunn, Matthew"
"Scott, Carol E.","Griffiths, Coline"
"Scott, Carol E.","Gwilliam, Rhian G."
"Scott, Carol E.","Hammond, Sian Austin"
"Scott, Carol E.","Heath, Paul D."
"Scott, Carol E.","Howden, Philip J."
"Scott, Carol E.","Huckle, Elizabeth J."
"Scott, Carol E.","Hurles, Matthew E."
"Scott, Carol E.","Kimberley, Andrew M."
"Scott, Carol E.","Loveland, Jane E."
"Scott, Carol E.","Lovell, Jamieson D."
"Scott, Carol E.","Oliver, Karen"
"Scott, Carol E.","Phillimore, Benjamin J.C.T."
"Scott, Carol E.","Quail, Michael A."
"Scott, Carol E.","Sims, Sarah K."
"Scott, Carol E.","Smith, Michelle L."
"Scott, Carol E.","Steward, Charles A."
"Scott, Carol E.","Sulston, John E."
"Scott, Carol E.","Tracey, Alan"
"Scott, Carol E.","Tromans, Anthony C."
"Scott, Carol E.","Wall, Melanie"
"Scott, Carol E.","Whitehead, Siobhan L."
"Scott, Carol E.","Wray, Paul W."
"Scott, Carol E.","Bagguley, Claire L."
"Scott, Carol E.","Bailey, Jonathon"
"Scott, Carol E.","Barlow, Karen F."
"Scott, Carol E.","Beasley, Helen"
"Scott, Carol E.","Burrill, Wayne D.H."
"Scott, Carol E.","Coulson, Alan R."
"Scott, Carol E.","Dunham, Ian"
"Scott, Carol E.","Garner, Patrick"
"Scott, Carol E.","Gilbert, James G.R."
"Scott, Carol E.","Gregory, Simon G."
"Scott, Carol E.","Hall, Rebekah E."
"Scott, Carol E.","Johnson, Christopher M."
"Scott, Carol E.","Kay, Mike"
"Scott, Carol E.","Mashreghi-Mohammadi, Maryam"
"Scott, Carol E.","Palotie, Aarno V."
"Scott, Carol E.","Sycamore, Neil"
"Scott, Carol E.","Wilming, Laurens G."
"Scott, Carol E.","Ainscough, Rachael"
"Scott, Carol E.","Almeida, Jeff P."
"Scott, Carol E.","Barrett, Jeffrey C."
"Scott, Carol E.","Chapman, Joanne C."
"Scott, Carol E.","Clark, Sue Y."
"Scott, Carol E.","Clegg, Sheila M.M."
"Scott, Carol E.","Cobley, Victoria E."
"Scott, Carol E.","De Jong, Pieter J."
"Scott, Carol E.","Frankland, John A."
"Scott, Carol E.","Garnett, Jane"
"Scott, Carol E.","Gray, Emma"
"Scott, Carol E.","Gribble, Susan M."
"Scott, Carol E.","Howard, Eleanor K."
"Scott, Carol E.","Lawlor, Stephanie"
"Scott, Carol E.","Leongamornlert, Daniel A."
"Scott, Carol E.","Leversha, Margaret A."
"Scott, Carol E.","Martin, Sancha L."
"Scott, Carol E.","McMurray, Amanda A."
"Scott, Carol E.","Milne, Sarah A."
"Scott, Carol E.","Pearce, Alex V."
"Scott, Carol E.","Peck, A. I."
"Scott, Carol E.","Pelan, Sarah E."
"Scott, Carol E.","Porter, Keith M."
"Scott, Carol E.","Rice, Catherine M."
"Scott, Carol E.","Shownkeen, Ratna"
"Scott, Carol E.","Ambrose, Kerrie D."
"Scott, Carol E.","Andrews, T. Daniel"
"Scott, Carol E.","Ashwell, Robert I S"
"Scott, Carol E.","Bates, Karen N."
"Scott, Carol E.","Bray-Allen, Sarah P."
"Scott, Carol E.","Brown, Jacqueline Y."
"Scott, Carol E.","Burford, Deborah C."
"Scott, Carol E.","Collins, John E."
"Scott, Carol E.","Earthrowl, Mark E."
"Scott, Carol E.","Harley, Joanna L."
"Scott, Carol E.","Harrow, Jennifer L."
"Scott, Carol E.","Hart, Elizabeth A."
"Scott, Carol E.","Howard, Philip J."
"Scott, Carol E.","Johnson, David C."
"Scott, Carol E.","King, Andrew"
"Scott, Carol E.","Nickerson, T."
"Scott, Carol E.","Wallis, Justine M."
"Scott, Carol E.","Aerts, Jan A."
"Scott, Carol E.","Ashurst, Jennifer L."
"Scott, Carol E.","Auton, Adam"
"Scott, Carol E.","Beare, David M."
"Scott, Carol E.","Bethel, Graeme"
"Scott, Carol E.","Bhaskar, Sanjeev S."
"Scott, Carol E.","Brown, Alex J."
"Scott, Carol E.","Clarke, Graham D.Paul"
"Scott, Carol E.","Collier, R. E."
"Scott, Carol E.","Conrad, Donald F."
"Scott, Carol E.","Coville, G. J."
"Scott, Carol E.","Davies, Joy R."
"Scott, Carol E.","Duncanson, Audrey"
"Scott, Carol E.","Edkins, Sarah J."
"Scott, Carol E.","Ellington, A. G."
"Scott, Carol E.","Faulkner, Louisa M."
"Scott, Carol E.","Frankish, Adam G."
"Scott, Carol E.","Howe, Kevin Lee"
"Scott, Carol E.","Kershaw, Joanne K."
"Scott, Carol E.","McCann, Owen T."
"Scott, Carol E.","Myers, Simon R."
"Scott, Carol E.","Osoegawa, Kazutoyo"
"Scott, Carol E.","Plumb, Robert W."
"Scott, Carol E.","Ramsey, Yvonne H."
"Scott, Carol E.","Scott, Richard H."
"Scott, Carol E.","Soderlund, Carol A."
"Scott, Carol E.","Thorpe, Andrea A."
"Scott, Carol E.","West., Anthony Preston"
"Scott, Carol E.","White, Simon S."
"Scott, Carol E.","Cardin, Niall J."
"Scott, Carol E.","Chen, Yuan"
"Scott, Carol E.","Dudakia, Darshna"
"Scott, Carol E.","Swarbreck, David"
"Howe, Kevin Lee","Beck, Stephan R."
"Howe, Kevin Lee","Durbin, Richard M."
"Howe, Kevin Lee","Hart, Elizabeth A."
"Howe, Kevin Lee","Rogers, Jane"
"Howe, Kevin Lee","Hubbard, Tim J.P."
"Howe, Kevin Lee","Kersey, Paul Julian"
"Howe, Kevin Lee","Beasley, Helen"
"Howe, Kevin Lee","Burton, John L."
"Howe, Kevin Lee","Carter, Nigel P."
"Howe, Kevin Lee","Davis, Paul A."
"Howe, Kevin Lee","Gilbert, James G.R."
"Howe, Kevin Lee","Searle, Stephen M.J."
"Howe, Kevin Lee","Sehra, Harminder K."
"Howe, Kevin Lee","Wilming, Laurens G."
"Howe, Kevin Lee","Almeida, Jeff P."
"Howe, Kevin Lee","Ambrose, Kerrie D."
"Howe, Kevin Lee","Andrews, T. Daniel"
"Howe, Kevin Lee","Ashurst, Jennifer L."
"Howe, Kevin Lee","Ashwell, Robert I S"
"Howe, Kevin Lee","Babbage, Anne K."
"Howe, Kevin Lee","Bagguley, Claire L."
"Howe, Kevin Lee","Bentley, David R."
"Howe, Kevin Lee","Bird, Christine P."
"Howe, Kevin Lee","Bray-Allen, Sarah P."
"Howe, Kevin Lee","Chapman, Joanne C."
"Howe, Kevin Lee","Clark, Sue Y."
"Howe, Kevin Lee","Clee, Chris M."
"Howe, Kevin Lee","Corby, Nicole R."
"Howe, Kevin Lee","Coulson, Alan R."
"Howe, Kevin Lee","Dunn, Matthew"
"Howe, Kevin Lee","Frankish, Adam G."
"Howe, Kevin Lee","Frankland, John A."
"Howe, Kevin Lee","Grafham, Darren V."
"Howe, Kevin Lee","Griffiths, Coline"
"Howe, Kevin Lee","Heath, Paul D."
"Howe, Kevin Lee","Howden, Philip J."
"Howe, Kevin Lee","Hunt, Sarah E."
"Howe, Kevin Lee","Jones, Matthew C."
"Howe, Kevin Lee","Laird, Gavin K."
"Howe, Kevin Lee","Lawlor, Stephanie"
"Howe, Kevin Lee","Lloyd, David M.L."
"Howe, Kevin Lee","Lloyd, Christine R."
"Howe, Kevin Lee","Loveland, Jane E."
"Howe, Kevin Lee","Lovell, Jamieson D."
"Howe, Kevin Lee","Matthews, Lucy H."
"Howe, Kevin Lee","McLaren, S."
"Howe, Kevin Lee","Milne, Sarah A."
"Howe, Kevin Lee","Palmer, Sophie A."
"Howe, Kevin Lee","Paulini, Michael"
"Howe, Kevin Lee","Pearce, Alex V."
"Howe, Kevin Lee","Scott, Carol E."
"Howe, Kevin Lee","Sims, Sarah K."
"Howe, Kevin Lee","Skuce, Carl D."
"Howe, Kevin Lee","Smith, Michelle L."
"Howe, Kevin Lee","Steward, Charles A."
"Howe, Kevin Lee","Tracey, Alan"
"Howe, Kevin Lee","Tromans, Anthony C."
"Howe, Kevin Lee","Wall, Melanie"
"Howe, Kevin Lee","Whitehead, Siobhan L."
"Howe, Kevin Lee","Willey, David L."
"Howe, Kevin Lee","Wray, Paul W."
"Howe, Kevin Lee","Ainscough, Rachael"
"Howe, Kevin Lee","Bailey, Jonathon"
"Howe, Kevin Lee","Barlow, Karen F."
"Howe, Kevin Lee","Bates, Karen N."
"Howe, Kevin Lee","Berriman, Matthew"
"Howe, Kevin Lee","Brown, Alex J."
"Howe, Kevin Lee","Brown, Jacqueline Y."
"Howe, Kevin Lee","Burford, Deborah C."
"Howe, Kevin Lee","Burrill, Wayne D.H."
"Howe, Kevin Lee","Carder, Carol"
"Howe, Kevin Lee","Clarke, Graham D.Paul"
"Howe, Kevin Lee","Clegg, Sheila M.M."
"Howe, Kevin Lee","Dhami, Pawandeep D."
"Howe, Kevin Lee","Earthrowl, Mark E."
"Howe, Kevin Lee","Faulkner, Louisa M."
"Howe, Kevin Lee","French, Lisa"
"Howe, Kevin Lee","Garner, Patrick"
"Howe, Kevin Lee","Garnett, Jane"
"Howe, Kevin Lee","Gribble, Susan M."
"Howe, Kevin Lee","Griffiths-Jones, Sam"
"Howe, Kevin Lee","Hammond, Sian Austin"
"Howe, Kevin Lee","Huckle, Elizabeth J."
"Howe, Kevin Lee","Hunt, Adrienne R."
"Howe, Kevin Lee","Johnson, David C."
"Howe, Kevin Lee","Johnson, Christopher M."
"Howe, Kevin Lee","Kay, Mike"
"Howe, Kevin Lee","Kimberley, Andrew M."
"Howe, Kevin Lee","Leongamornlert, Daniel A."
"Howe, Kevin Lee","Mashreghi-Mohammadi, Maryam"
"Howe, Kevin Lee","Mclay, Kirsten E."
"Howe, Kevin Lee","McMurray, Amanda A."
"Howe, Kevin Lee","Nickerson, T."
"Howe, Kevin Lee","Peck, A. I."
"Howe, Kevin Lee","Pelan, Sarah E."
"Howe, Kevin Lee","Phillimore, Benjamin J.C.T."
"Howe, Kevin Lee","Porter, Keith M."
"Howe, Kevin Lee","Ross, Mark T."
"Howe, Kevin Lee","Shownkeen, Ratna"
"Howe, Kevin Lee","Sulston, John E."
"Howe, Kevin Lee","Sycamore, Neil"
"Howe, Kevin Lee","West., Anthony Preston"
"Howe, Kevin Lee","Williams, Gary W."
"Howe, Kevin Lee","Bates, Karen N."
"Howe, Kevin Lee","Bray-Allen, Sarah P."
"Howe, Kevin Lee","Brown, Jacqueline Y."
"Howe, Kevin Lee","Burford, Deborah C."
"Howe, Kevin Lee","Collins, John E."
"Howe, Kevin Lee","Earthrowl, Mark E."
"Howe, Kevin Lee","Harley, Joanna L."
"Howe, Kevin Lee","Harrow, Jennifer L."
"Howe, Kevin Lee","Hart, Elizabeth A."
"Howe, Kevin Lee","Howard, Philip J."
"Howe, Kevin Lee","Johnson, David C."
"Howe, Kevin Lee","King, Andrew"
"Howe, Kevin Lee","Nickerson, T."
"Howe, Kevin Lee","Wallis, Justine M."
"Howe, Kevin Lee","Aerts, Jan A."
"Howe, Kevin Lee","Ashurst, Jennifer L."
"Howe, Kevin Lee","Auton, Adam"
"Howe, Kevin Lee","Beare, David M."
"Howe, Kevin Lee","Bethel, Graeme"
"Howe, Kevin Lee","Bhaskar, Sanjeev S."
"Howe, Kevin Lee","Brown, Alex J."
"Howe, Kevin Lee","Clarke, Graham D.Paul"
"Howe, Kevin Lee","Collier, R. E."
"Howe, Kevin Lee","Conrad, Donald F."
"Howe, Kevin Lee","Coville, G. J."
"Howe, Kevin Lee","Davies, Joy R."
"Howe, Kevin Lee","Duncanson, Audrey"
"Howe, Kevin Lee","Edkins, Sarah J."
"Howe, Kevin Lee","Ellington, A. G."
"Howe, Kevin Lee","Faulkner, Louisa M."
"Howe, Kevin Lee","Frankish, Adam G."
"Howe, Kevin Lee","Howe, Kevin Lee"
"Howe, Kevin Lee","Kershaw, Joanne K."
"Howe, Kevin Lee","McCann, Owen T."
"Howe, Kevin Lee","Myers, Simon R."
"Howe, Kevin Lee","Osoegawa, Kazutoyo"
"Howe, Kevin Lee","Plumb, Robert W."
"Howe, Kevin Lee","Ramsey, Yvonne H."
"Howe, Kevin Lee","Scott, Richard H."
"Howe, Kevin Lee","Soderlund, Carol A."
"Howe, Kevin Lee","Thorpe, Andrea A."
"Howe, Kevin Lee","West., Anthony Preston"
"Howe, Kevin Lee","White, Simon S."
"Howe, Kevin Lee","Cardin, Niall J."
"Howe, Kevin Lee","Chen, Yuan"
"Howe, Kevin Lee","Dudakia, Darshna"
"Howe, Kevin Lee","Swarbreck, David"
"Woodfine, Kathryn","Murrell, Adele"
"Woodfine, Kathryn","Carter, Nigel P."
"Woodfine, Kathryn","Schulz, Reiner"
"Woodfine, Kathryn","Oakey, Rebecca J."
"Woodfine, Kathryn","Dunham, Ian"
"Woodfine, Kathryn","Huddleston, Joanna E."
"Woodfine, Kathryn","Fiegler, Heike"
"Woodfine, Kathryn","Wood, Andrew J."
"Spencer, Chris CA","Corvin, Aiden P."
"Spencer, Chris CA","Hunt, Sarah E."
"Spencer, Chris CA","Donnelly, Peter J."
"Spencer, Chris CA","Deloukas, Panos"
"Spencer, Chris CA","Strange, Amy"
"Spencer, Chris CA","Sawcer, Stephen J."
"Spencer, Chris CA","Band, Gavin"
"Spencer, Chris CA","Bramon, Elvira"
"Spencer, Chris CA","Brown, Matthew A."
"Spencer, Chris CA","Edkins, Sarah J."
"Spencer, Chris CA","Freeman, Colin M."
"Spencer, Chris CA","Pirinen, Matti"
"Spencer, Chris CA","Gray, Emma"
"Spencer, Chris CA","Langford, Cordelia F."
"Spencer, Chris CA","Craddock, Nick J."
"Spencer, Chris CA","Duncanson, Audrey"
"Spencer, Chris CA","Su, Zhan"
"Spencer, Chris CA","Wood, Nick"
"Spencer, Chris CA","Bellenguez, Cí©line"
"Spencer, Chris CA","Potter, Simon C."
"Spencer, Chris CA","Casas, Juan Pablo"
"Spencer, Chris CA","Jankowski, Janusz A.Z."
"Spencer, Chris CA","Markus, Hugh Stephen"
"Spencer, Chris CA","Plomin, Robert J."
"Spencer, Chris CA","Rautanen, Anna"
"Spencer, Chris CA","Trembath, Richard C."
"Spencer, Chris CA","Viswanathan, Ananth C."
"Spencer, Chris CA","Blackwell, Jenefer Mary"
"Spencer, Chris CA","Bumpstead, Suzannah J."
"Spencer, Chris CA","Kirov, George Kirilov"
"Spencer, Chris CA","Mathew, C. G.P."
"Spencer, Chris CA","O'Donovan, Michael C."
"Spencer, Chris CA","Owen, Michael"
"Spencer, Chris CA","Dronov, Serge"
"Spencer, Chris CA","Gwilliam, Rhian G."
"Spencer, Chris CA","Vukcevic, Damjan"
"Spencer, Chris CA","Whittaker, Pamela"
"Spencer, Chris CA","Hamshere, Marian L."
"Spencer, Chris CA","Escott-Price, Valentina"
"Spencer, Chris CA","Holmans, Peter A."
"Spencer, Chris CA","Palmer, Colin Neil Alexander"
"Spencer, Chris CA","Collier, David Andrew"
"Spencer, Chris CA","Kwiatkowski, Dominic P."
"Spencer, Chris CA","McVean, Gil"
"Spencer, Chris CA","Ravindrarajah, Rathi Sri"
"Spencer, Chris CA","Pearson, Richard D."
"Spencer, Chris CA","St. Clair, David M."
"Spencer, Chris CA","Blackburn, Hannah"
"Spencer, Chris CA","Giannoulatou, Eleni"
"Spencer, Chris CA","Morris, Derek W."
"Spencer, Chris CA","Peltonen, Leena Johanna"
"Spencer, Chris CA","Purcell, Shaun M."
"Spencer, Chris CA","Ripke, Stephan"
"Spencer, Chris CA","Cichon, Sven"
"Spencer, Chris CA","Cormican, Paul"
"Spencer, Chris CA","Gejman, Pablo V."
"Spencer, Chris CA","Gill, Michael"
"Spencer, Chris CA","Kendler, Kenneth Seedman"
"Spencer, Chris CA","Maier, Wolfgang D."
"Spencer, Chris CA","McCarthy, Mark I."
"Spencer, Chris CA","Mowry, Bryan J."
"Spencer, Chris CA","Rockett, Kirk A."
"Spencer, Chris CA","Rujescu, Dan A.N."
"Spencer, Chris CA","Sanders, Alan R."
"Spencer, Chris CA","Scolnick, Edward M."
"Spencer, Chris CA","Silverman, Jeremy M."
"Spencer, Chris CA","Stefíçnsson, Hreinn"
"Spencer, Chris CA","Walsh, Dermot B."
"Spencer, Chris CA","Wormley, Brandon K."
"Spencer, Chris CA","Amin, Farooq"
"Spencer, Chris CA","Black, Donald Wayne"
"Spencer, Chris CA","Buccola, Nancy G."
"Spencer, Chris CA","Byerley, William F."
"Spencer, Chris CA","Freedman, Robert"
"Spencer, Chris CA","Georgieva, Lyudmila"
"Spencer, Chris CA","Giegling, Ina"
"Spencer, Chris CA","Hammond, Naomi"
"Spencer, Chris CA","Hartmann, Annette M."
"Spencer, Chris CA","Hellenthal, Garrett"
"Spencer, Chris CA","Hultman, Christina M."
"Spencer, Chris CA","Jayakumar, Alagurevathi"
"Spencer, Chris CA","Liddle, Jennifer"
"Spencer, Chris CA","Maher, Brion S."
"Spencer, Chris CA","McCann, Owen T."
"Spencer, Chris CA","Ricketts, Michelle J."
"Spencer, Chris CA","Rietschel, Marcella"
"Spencer, Chris CA","Riley, Brien P."
"Spencer, Chris CA","Scott, R. J."
"Spencer, Chris CA","Steinberg, Stacy"
"Spencer, Chris CA","Waller, Matthew J."
"Spencer, Chris CA","Weston, Paul"
"Spencer, Chris CA","Widaa, Sara"
"Spencer, Chris CA","Albus, Margot I."
"Spencer, Chris CA","Alexander, Madeline"
"Spencer, Chris CA","Bergen, Sarah E."
"Spencer, Chris CA","Blackwood, Douglas Hr"
"Spencer, Chris CA","Daly, Mark J."
"Spencer, Chris CA","Dikeos, Dimitris G."
